CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,,,,,,,,,,,,,,,,,,
Opelika,downtown,Lee,AL,US,2020-06-13,over 100,100,,100,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.oanow.com/news/local/watch-now-latest-opelika-march-aimed-at-keeping-conversations-going/article_28a9263a-ac06-509a-b5dd-0bd7c7d5a872.html#1,,,,0,,,,,,,,,,,,,,,,,,
Orlando,Orlando City Hall,Orange,FL,US,2020-06-13,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.clickorlando.com/news/local/2020/06/14/hundreds-of-demonstrators-gather-outside-orlando-city-hall-for-third-consecutive-weekend/,,,,,,,,,,,,,,,,,,,,,,
Palmdale,"City Council, Sherrif's Office",Los Angeles,CA,US,2020-06-13,thousands,2000,,2000,,,general protesters,antiracism; against police brutality; justice for Robert Fuller,1,rally,0,0,0,0,1,1,https://www.latimes.com/california/gallery/me-palmdale-protest-tree-hanging-gallery,,,,,,,,,,,,,,,,,,,,,,
Paterson,Paterson Free Library,Passaic,NJ,US,2020-06-13,200,200,,200,,,general protesters,antiracism; against police brutality,1,"rally, march",0,0,0,0,1,1,https://www.northjersey.com/story/news/paterson-press/2020/06/14/patersons-black-lives-matter-group-urges-police-defunding-rally/3179016001/,,,,0,,,,,,,,,,,,,,,,,,
Peabody,Emerson Park,Essex,MA,US,2020-06-13,200 or so ,200,,200,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.salemnews.com/news/local_news/our-work-is-not-done-peabody-rally-calls-for-racial-justice-in-aftermath-of-george/article_6a236439-446c-5ded-bac3-d6bb5b738622.html,,,,,,,,,,,,,,,,,,,,,,
Pembroke Pines,front of city hall,Broward,FL,US,2020-06-13,video estimate,24,,24,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://miami.cbslocal.com/2020/06/13/protesters-march-throughout-south-florida-to-call-for-change/,,,,,,,,,,,,,,,,,,,,,,
Pendelton,downtown,Umatilla,OR,US,2020-06-13,30,30,,30,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.eastoregonian.com/news/small-pendleton-protest-represents-intersection-of-generations-and-identities/article_753d2aaa-adac-11ea-9342-434ecb2312fe.html,,,,,,,,,,,,,,,,,,,,,,
Pennwynne,,Montgomery ,PA,US,2020-06-13,pic count,24,,24,,,Penwynne Family March,antiracism; against police brutality,1,march; protest,0,0,0,0,1,1,https://www.facebook.com/photo.php?fbid=10213118835164007&set=pcb.2644957605772147&type=3&theater&ifg=1,,,,,,,,,,,,,,,,,,,,,,
Peterborough,,Hillsborough,NH,US,2020-06-13,,,,,,,Community Conversations on Race of Hancock,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.ledgertranscript.com/brpbProtest-ml-061120_-34696898,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,City Center,Philadelphia,PA,US,2020-06-13,hundreds ,200,,200,,,general protesters,antiracism; for defunding police,1,march,,0,0,0,2,1,https://6abc.com/community-events/protesters-return-to-franklinville;-philly-rally-closes-streets/6246306/,https://www.inquirer.com/news/philadelphia-protest-black-lives-matter-defund-the-police-columbus-statue-20200613.html,,,,,,,,,,,,,,,,,,,,,
Philadelphia,Osage Ave. & Cobbs Creek,Philadelphia,PA,US,2020-06-13,hundreds ,200,,200,,,general protesters,antiracism; against police brutality,1,march; protest ,0,0,0,0,0,1,https://www.phillyvoice.com/move-bombing-george-floyd-protest-philadelphia-police-west-philly/,,,,,,,,,,,,,,,,,,,,,,
Phoenix,Civic Space Park ,Maricopa ,AZ ,US ,2020-06-13,1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,march; protest ,0,0,0,0,1,1,https://www.azcentral.com/picture-gallery/news/local/phoenix/2020/05/29/hundreds-gather-downtown-phoenix-protest-death-george-floyd-minneapolis/5281116002/,,,,0,,,,,,,,,,,,,,,,,,
Phoenix,Central Ave.,Maricopa ,AZ ,US ,2020-06-13,hundreds,200,,200,,,Black Mothers Forum,antiracism; against police brutality,1,march,0,0,0,0,0,1,https://www.azcentral.com/story/news/local/phoenix/2020/06/14/phoenix-protesters-speak-against-racism-injustice-and-police-brutality/3186093001/,,,,,,,,,,,,,,,,,,,,,,
Phoenix City,Russel Co. Judicial Cntr,Russel,AL,US,2020-06-13,photo count,100,,100,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.ledger-enquirer.com/news/local/article243527617.html,,,,0,,,,,,,,,,,,,,,,,,
Pittsburgh,Squirrel Hill to Oakland,Alleghany,PA,US,2020-06-13,"hundreds, photos",500,,500,,,"Black, Young, & Educated",antiracism; against police brutality,1,march,0,0,0,0,1,1,https://pittsburgh.cbslocal.com/2020/06/13/oakland-to-squirrel-hill-protests/,https://www.wesa.fm/post/protesters-march-squirrel-hill-oakland-saturday-demand-change-pas-use-force-law#stream/0,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,Homewood,Alleghany,PA,US,2020-06-13,about 100,100,,100,,,general protesters,antiracism; against police brutality,1,march; protest ,0,0,0,0,0,1,https://www.wesa.fm/post/protesters-march-squirrel-hill-oakland-saturday-demand-change-pas-use-force-law#stream/0,,,,,,,,,,,,,,,,,,,,,,
Plainfield,City Hall,Union,NJ,US,2020-06-13,about 100,100,,100,,,Black Lives Matter ,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.mycentraljersey.com/picture-gallery/news/local/union-county/2020/06/14/100-people-gathered-city-hall-saturday-support-black-lives-matter-movement/3187206001/,,,,,,,,,,,,,,,,,,,,,,
Pompano Beach,,Broward,FL,US,2020-06-13,more than 40,40,,40,,,general porotesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://wsvn.com/news/local/local-protesters-march-for-racial-equality-pro-police-rally-held-in-coral-gables/,,,,,,,,,,,,,,,,,,,,,,
Port Angeles,County Courthouse,Clallam,WA,US,2020-06-13,,,,,,,Black Lives Matter,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.sequimgazette.com/news/man-in-custody-after-eggs-thrown-at-protesters/,https://www.sequimgazette.com/news/bail-set-for-man-accused-of-throwing-eggs-at-protesters/,https://www.peninsuladailynews.com/crime/man-in-custody-after-eggs-thrown-at-protesters/,Man threw eggs at protestors and yelled derogatory remarks,0,,,,,,,,,,,,,,,,,,
Portland,Revolution Hall,Multnomah ,OR,US,2020-06-13,several thousand,3000,,3000,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.kptv.com/news/protests-against-police-violence-continue-across-portland-metro-area-including-marches-rallies/article_f502c0e6-adfd-11ea-9a60-b30eb826fb46.html,,,,,,,,,,,,,,,,,,,,,,
Portland,Lownsdale Square,,OR,US,2020-06-13,perhaps 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,protest,1,1,0,1,0,1,https://pamplinmedia.com/pt/9-news/470190-380566-portland-autonomous-zone-plans-fizzle-as-protests-continue,,,Story clarified that this event IS separate from the one listed above. Tear gas was not used but smoke bombs were.,0,,,,,,,,,,,,,,,,,,
Portsmouth,Norcom HS to Shipyard Museum,Norfolk,VA,US,2020-06-13,about two dozen,24,,24,,,Pastors,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.pilotonline.com/news/vp-nw-saturday-protests-nflk-ptown-20200613-uovzkvodgbhapazuueqrszopji-story.html,,,,,,,,,,,,,,,,,,,,,,
Pottsville,,Schuylkill,PA,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.republicanherald.com/news/freedom-to-breathe-protest-sends-message-for-equality-1.2638360?fbclid=IwAR1fWtxiRxngkxaIqaE4UpU-trlmP6JVepHDXsmrVNspMiG0ejpU-fw3WQQ,,,,,,,,,,,,,,,,,,,,,,
Prestonburg,city's main stage,Floyd,KY,US,2020-06-13,more than 150,150,,150,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wymt.com/2020/06/14/black-lives-matter-rally-underway-in-prestonsburg/,,,,,,,,,,,,,,,,,,,,,,
Prineville,Crook County Courthouse,Crook,OR,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,4,,,,1,1,https://pamplinmedia.com/ceo/162-news/470333-380569-second-protest-held-in-prineville,,,,,,,,,,,,,,,,,,,,,,
Providence,,Providence,RI,US,2020-06-13,,,,,,,youth organizers,antiracism; against police brutality,1,rally,,,,,1,1,https://www.wpri.com/news/local-news/providence/providence-teens-organize-all-youth-protest-against-racism-police-brutality/,,,,0,,,,,,,,,,,,,,,,,,
Pulaski,Veterans Memorial Park,,WI,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,educational gathering,,,,,1,1,https://www.greenbaypressgazette.com/story/news/2020/06/09/black-lives-matter-events-set-de-pere-pulaski/5324147002/,,,,,,,,,,,,,,,,,,,,,,
Pullman,Martin Stadium,Whitman,WA,US,2020-06-13,around 200,200,,200,,,student protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://dailyevergreen.com/81016/news/demonstrators-march-against-systemic-racism/,,,,,,,,,,,,,,,,,,,,,,
Quarryville,,Lancaster,PA,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/lancstandsup/status/1271850990078214147,https://twitter.com/HartmanForPA/status/1271927173675352064,,,,,,,,,,,,,,,,,,,,,
Quincy,Shanks Middle School to Courthouse,Gadsden,FL,US,2020-06-13,video,75,,75,,,general protesters,antiracism; against police brutality,1,"rally, march",0,0,0,0,1,1,https://www.wtxl.com/news/florida-news/quincy-gadsden-county-shows-how-to-march-peacefully,,,,,,,,,,,,,,,,,,,,,,
Raleigh,Executive Mansion to Central Prison,Wake,NC,US,2020-06-13,,150,,150,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wwaytv3.com/2020/06/14/raleigh-protesters-seek-changes-in-police-department/,,,,0,,,,,,,,,,,,,,,,,,
Raleigh ,along the railroad tracks beneath the Boylan Avenue Bridge to Central Prison ,Wake,NC,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality; for carceral reform,1,protest; march,0,0,0,0,1,1,https://www.islandpacket.com/news/state/north-carolina/article243524622.html,,,,,,,,,,,,,,,,,,,,,,
Randolph,Main Street,Orange,VT,US,2020-06-13,250 or so,250,,250,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.vnews.com/Black-Lives-Matter-demonstrations-move-to-smaller-towns-34750034,,,,0,,,,,,,,,,,,,,,,,,
Reading,Town Common,Middlesex,MA,US,2020-06-13,at least 1000,1000,,1000,,,local protestors,against racial injustice,1,protest,0,0,0,0,1,1,http://homenewshere.com/daily_times_chronicle/news/reading/article_d39e4c84-b0ac-11ea-bbdb-f352236bc081.html,https://www.facebook.com/ReadingEmbracesDiversity/?__tn__=K-R&eid=ARDXcme7bdN2imjM_TGPE_cF9k6hR4SAck-7-eH361MnuunKbO8888Wm-9pLcIjO5iAG2kAujlat3sUO&fref=mentions,,,,,,,,,,,,,,,,,,,,,
Richmond,"downtown, W. Broad",Henrico,VA,US,2020-06-13,thousands,2000,,2000,,,5000 Man March,antiracism; against police brutality,1,"march, rally",0,0,0,0,1,1,https://www.nbc12.com/2020/06/13/hundreds-protesters-attend-march-downtown-richmond/,,,,,,,,,,,,,,,,,,,,,,
Richmond,Robert E Lee statue,Henrico,VA,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,march,0,0,0,1,0,1,https://www.wusa9.com/article/news/richmond-mayor-asks-for-probe-as-police-car-hits-protesters/291-500fcc3f-46f7-42c2-8657-e424f20b362e,,,,,,,,,,,,,,,,,,,,,,
Riverhead,Route 58 traffic circle,Suffolk,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://riverheadlocal.com/2020/06/12/all-day-protest-planned-in-riverhead-saturday/,,,,,,,,,,,,,,,,,,,,,,
Rochester,Mayo Park,Olmsted,MN,US,2020-06-13,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.postbulletin.com/community/events/6534524-Rochester-march-focuses-on-local-elections-maintaining-momentum-for-change,,,,0,,,,,,,,,,,,,,,,,,
Rock Hill,Fountain Park,York,SC,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,rally and prayer service,,,,,1,1,https://www.heraldonline.com/news/local/community/article243229471.html,,,,0,,,,,,,,,,,,,,,,,,
Rohnert Park,,,CA,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.pressdemocrat.com/article/news/protesters-rally-in-rohnert-park-to-support-black-lives-matter-movement/?sba=AAS,,,,,,,,,,,,,,,,,,,,,,
Roosevelt,Rockville Centre to Baldwin,Nassau,NY,US,2020-06-13,video,100,,100,,,general protesters,antiracism; against police brutality,1,rally ,0,0,0,0,1,1,http://longisland.news12.com/story/42244352/protesters-gather-in-roosevelt-march-to-baldwin-police-precinct-in-support-of-black-lives-matter,,,,,,,,,,,,,,,,,,,,,,
Round Rock,to City Hall,Williamson,TX,US,2020-06-13,video,100,,100,,,general protesters,antiracism; against police brutality,1,rally ,0,0,0,0,1,1,https://www.kvue.com/article/news/politics/vote-texas/round-rock-protesters-register-vote/269-bb0512b4-9fbb-4bd4-9190-210e9a5dc5d6,,,,,,,,,,,,,,,,,,,,,,
Salem,Capitol,"Marion, Polk",OR,US,2020-06-13,several hundred,200,,200,,,general protesters,antiracism; against police brutality,1,rally ,0,0,0,0,1,1,https://www.salemreporter.com/posts/2539/protesters-gathered-saturday-as-speakers-pressed-for-reforms-in-salem-and-elsewhere,,,,,,,,,,,,,,,,,,,,,,
Salisbury,Church St.,Wicomico,MD,US,2020-06-13,,15,,15,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/2020/06/14/protests-continue-proclaim-black-lives-matter-salisbury-black-church-street/3183258001/,,,,0,,,,,,,,,,,,,,,,,,
Salt Lake City,Pioneer Park thru downtown,Salt Lake,UT,US,2020-06-13,close to 400,400,,400,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.sltrib.com/news/2020/06/13/salt-lake-city-protesters/,,,,,,,,,,,,,,,,,,,,,,
San Antonio,Bexar County Courthouse,Bexar,TX,US,2020-06-13,photo,100,,100,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.ksat.com/news/local/2020/06/13/watch-live-aerial-view-of-san-antonio-protests/,,,,,,,,,,,,,,,,,,,,,,
San Carlos,Burton Park,,CA,US,2020-06-13,FB: 40,40,,40,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://sf.funcheap.com/san-carlos-black-lives-matter-solidarity-protest/,https://www.facebook.com/events/543320416339334,,,,,,,,,,,,,,,,,,,,,
San Diego,SD Administration Center,San Diego,CA,US,2020-06-13,more than 600,600,,600,,,Party of Socialism and Liberation,antiracism; for defunding police,1,march,0,0,0,0,1,1,https://fox5sandiego.com/news/local-news/more-anti-racism-protests-planned-for-san-diego/,https://www.sandiegouniontribune.com/news/story/2020-06-13/protests-put-focus-on-message-as-thousands-rally-throughout-san-diego,,,,,,,,,,,,,,,,,,,,,
San Diego,Pantoja Park,San Diego,CA,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://fox5sandiego.com/news/local-news/more-anti-racism-protests-planned-for-san-diego/,https://www.sandiegouniontribune.com/news/story/2020-06-13/protests-put-focus-on-message-as-thousands-rally-throughout-san-diego,,,,,,,,,,,,,,,,,,,,,
San Diego,Pacific Beach Community Park,San Diego,CA,US,2020-06-13,several hundred,300,,300,,,Black Lives Matter,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://fox5sandiego.com/news/local-news/more-anti-racism-protests-planned-for-san-diego/,https://www.sandiegouniontribune.com/news/story/2020-06-13/protests-put-focus-on-message-as-thousands-rally-throughout-san-diego,,,,,,,,,,,,,,,,,,,,,
San Diego,Waterfront Park,San Diego,CA,US,2020-06-13,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.cbs8.com/article/news/local/protests/more-anti-racism-protests-planned-for-san-diego/509-4e5218c8-e406-4d68-97dc-33c1f50866ca,,,,,,,,,,,,,,,,,,,,,,
San Francisco,Mission High to City Hall,San Francisco,CA,US,2020-06-13,more than 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/More-than-1-000-demonstrators-march-in-peaceful-15338459.php,https://abc7news.com/society/george-floyd-live-updates-black-lives-matter-protest-in-walnut-creek/6253818/,,,,,,,,,,,,,,,,,,,,,
San Francisco,Heron's Head Park,,CA,US,2020-06-13,,,,,,,local motorcyclists,antiracism; against police brutality,1,motorcycle ride,,,,,0,1,https://sf.funcheap.com/black-lives-matter-solidarity-motorcycle-ride/,,,,,,,,,,,,,,,,,,,,,,
San Francisco,Golden Gate Park Panhandle,,CA,US,2020-06-13,,,,,,,local families,antiracism; against police brutality,1,march,,,,,0,1,https://www.facebook.com/events/s/family-march-against-racism/1147048492298081/,,,,,,,,,,,,,,,,,,,,,,
San Francisco,UCSF Medical Center,,CA,US,2020-06-13,,,,,,,California Nurses United (CNA),antiracism; against police brutality,1,protest,,,,,0,1,https://www.indybay.org/newsitems/2020/06/09/18834069.php,,,,,,,,,,,,,,,,,,,,,,
San Jose,City Hall,Santa Clara,CA,US,2020-06-13,na,200,,200,,,general protesters; South Asian residents,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.mercurynews.com/2020/06/13/protesters-call-for-end-to-systemic-racism-in-policing-housing-education-and-more/; https://www.mercurynews.com/2020/06/13/protesters-march-in-downtown-san-jose-block-streetgeorge-floyd-black-lives-matter/,https://www.instagram.com/p/CBWXu79B7x2/,,,0,,,,,,,,,,,,,,,,,,
Santa Fe,,Santa Fe,NM,US,2020-06-13,hundreds,200,,200,,,Walk the Talk Santa Fe,antiracism; for defunding police,1,rally,0,0,0,0,1,1,https://www.santafenewmexican.com/news/local_news/activists-rally-behind-idea-of-abolishing-police/article_58232dd4-adb1-11ea-9532-b33a32738630.html,,,,0,,,,,,,,,,,,,,,,,,
Santa Paula,downtown,Ventura,CA,US,2020-06-13,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.vcstar.com/story/news/local/2020/06/14/santa-paula-george-floyd-protesters-kneel-outside-police-station/3185841001/,,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,SRJC Lawn,,CA,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,silent march,,,,,1,1,https://www.instagram.com/p/CBOObOsBnZU/,,,,,,,,,,,,,,,,,,,,,,
Saugus ,Saugus Public Safety Building; Town Hall,Essex,MA,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.itemlive.com/2020/06/14/saugus-rallies-again-in-support-of-equality/,https://www.itemlive.com/2020/06/12/saugus-march-and-rally-set-for-saturday/,,,,,,,,,,,,,,,,,,,,,
Scranton,Courthouse Square,Lackawanna,PA,US,2020-06-13,a few thousand,2000,,2000,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.citizensvoice.com/news/black-lives-matter-protest-draws-over-1-000-to-scranton-1.2638382,https://www.wnep.com/article/news/local/lackawanna-county/thousands-show-up-for-black-lives-matter-rally-in-scranton/523-09ca437b-2b75-4f4f-bc0e-dbc949934e84,,,,,,,,,,,,,,,,,,,,,
